SITE,YEAR,MONTH,RTcount,RTpercent,QCcount,QCpercent
TURQ,2015,04,574,79.00,677,94.00
TURQ,2015,05,565,75.00,665,89.00
TURQ,2015,06,652,90.00,691,95.00
TURQ,2015,07,693,93.00,0,0.00
TURQ,2015,08,526,70.00,585,78.00
TURQ,2015,09,460,63.00,602,83.00
TURQ,2015,10,206,27.00,575,77.00
TURQ,2015,11,663,92.00,694,96.00
TURQ,2015,12,711,95.00,715,96.00
TURQ,2016,01,694,93.00,695,93.00
TURQ,2016,02,546,78.00,547,78.00
TURQ,2016,03,710,95.00,710,95.00
TURQ,2016,04,696,96.00,696,96.00
TURQ,2016,05,712,95.00,712,95.00
TURQ,2016,06,698,96.00,698,96.00
TURQ,2016,07,150,20.00,150,20.00
TURQ,2016,08,448,60.00,450,60.00
TURQ,2016,09,642,89.00,649,90.00
TURQ,2016,10,694,93.00,699,93.00
TURQ,2016,11,627,87.00,628,87.00
TURQ,2016,12,705,94.00,706,94.00
TURQ,2017,01,697,93.00,700,94.00
TURQ,2017,02,622,92.00,630,93.00
TURQ,2017,03,724,97.00,734,98.00
TURQ,2017,04,669,92.00,677,94.00
TURQ,2017,05,681,91.00,682,91.00
TURQ,2017,06,556,77.00,557,77.00
TURQ,2017,07,710,95.00,710,95.00
TURQ,2017,08,718,96.00,718,96.00
TURQ,2017,09,690,95.00,690,95.00
TURQ,2017,10,708,95.00,708,95.00
TURQ,2017,11,630,87.00,637,88.00
TURQ,2017,12,688,92.00,708,95.00
TURQ,2018,01,706,94.00,706,94.00
TURQ,2018,02,629,93.00,629,93.00
TURQ,2018,03,533,71.00,533,71.00
TURQ,2018,04,535,74.00,535,74.00
TURQ,2018,05,575,77.00,575,77.00
TURQ,2018,06,664,92.00,664,92.00
TURQ,2018,07,694,93.00,694,93.00
TURQ,2018,08,508,68.00,508,68.00
TURQ,2018,09,504,70.00,504,70.00
TURQ,2018,10,638,85.00,638,85.00
TURQ,2018,11,703,97.00,703,97.00
TURQ,2018,12,668,89.00,668,89.00
TURQ,2019,01,649,87.00,649,87.00
TURQ,2019,02,540,80.00,540,80.00
TURQ,2019,03,592,79.00,592,79.00
TURQ,2019,04,673,93.00,673,93.00
TURQ,2019,05,660,88.00,660,88.00
TURQ,2019,06,650,90.00,650,90.00
TURQ,2019,07,523,70.00,522,70.00
TURQ,2019,08,175,23.00,175,23.00
TURQ,2019,09,504,70.00,504,70.00
TURQ,2019,10,590,79.00,590,79.00
TURQ,2019,11,625,86.00,625,86.00
TURQ,2019,12,694,93.00,694,93.00
TURQ,2020,01,701,94.00,701,94.00
TURQ,2020,02,551,79.00,551,79.00
TURQ,2020,03,511,68.00,511,68.00
TURQ,2020,04,662,91.00,662,91.00
TURQ,2020,05,534,71.00,534,71.00
TURQ,2020,06,243,33.00,243,33.00
TURQ,2020,07,586,78.00,586,78.00
TURQ,2020,08,664,89.00,664,89.00
TURQ,2020,09,709,98.00,709,98.00
TURQ,2020,10,732,98.00,732,98.00
TURQ,2020,11,702,97.00,702,97.00
TURQ,2020,12,532,71.00,532,71.00
TURQ,2021,01,679,91.00,679,91.00
TURQ,2021,02,594,88.00,594,88.00
TURQ,2021,03,0,0.00,0,0.00
TURQ,2021,04,0,0.00,0,0.00
TURQ,2021,05,0,0.00,0,0.00
TURQ,2021,06,0,0.00,0,0.00
TURQ,2021,07,0,0.00,0,0.00
TURQ,2021,08,0,0.00,0,0.00
TURQ,2021,09,0,0.00,0,0.00
TURQ,2021,10,0,0.00,0,0.00
TURQ,2021,11,175,24.00,175,24.00
TURQ,2021,12,721,96.00,721,96.00
TURQ,2022,01,729,97.00,729,97.00
TURQ,2022,02,428,63.00,428,63.00
TURQ,2022,03,543,72.00,543,72.00
TURQ,2022,04,706,98.00,706,98.00
TURQ,2022,05,651,87.00,651,87.00
TURQ,2022,06,434,60.00,434,60.00
TURQ,2022,07,703,94.00,703,94.00
TURQ,2022,08,577,77.00,577,77.00
TURQ,2022,09,484,67.00,484,67.00
TURQ,2022,10,672,90.00,672,90.00
TURQ,2022,11,680,94.00,683,94.00
TURQ,2022,12,707,95.00,707,95.00
TURQ,2023,01,701,94.00,0,0.00
TURQ,2023,02,537,79.00,0,0.00
TURQ,2023,03,0,0.00,0,0.00
TURQ,2023,04,0,0.00,0,0.00
TURQ,2023,05,0,0.00,0,0.00
TURQ,2023,06,0,0.00,0,0.00
TURQ,2023,07,0,0.00,0,0.00
TURQ,2023,08,0,0.00,0,0.00
TURQ,2023,09,0,0.00,0,0.00
TURQ,2023,10,0,0.00,0,0.00
TURQ,2023,11,0,0.00,0,0.00
TURQ,2023,12,0,0.00,0,0.00
CORL,2007,01,0,0.00,0,0.00
CORL,2007,02,0,0.00,0,0.00
CORL,2007,03,0,0.00,0,0.00
CORL,2007,04,0,0.00,0,0.00
CORL,2007,05,0,0.00,0,0.00
CORL,2007,06,0,0.00,0,0.00
CORL,2007,07,0,0.00,0,0.00
CORL,2007,08,0,0.00,0,0.00
CORL,2007,09,0,0.00,0,0.00
CORL,2007,10,0,0.00,0,0.00
CORL,2007,11,0,0.00,0,0.00
CORL,2007,12,0,0.00,0,0.00
CORL,2008,01,0,0.00,0,0.00
CORL,2008,02,0,0.00,0,0.00
CORL,2008,03,0,0.00,0,0.00
CORL,2008,04,0,0.00,0,0.00
CORL,2008,05,0,0.00,0,0.00
CORL,2008,06,0,0.00,0,0.00
CORL,2008,07,0,0.00,0,0.00
CORL,2008,08,0,0.00,0,0.00
CORL,2008,09,0,0.00,0,0.00
CORL,2008,10,0,0.00,0,0.00
CORL,2008,11,0,0.00,0,0.00
CORL,2008,12,0,0.00,0,0.00
CORL,2009,01,0,0.00,0,0.00
CORL,2009,02,0,0.00,0,0.00
CORL,2009,03,0,0.00,0,0.00
CORL,2009,04,0,0.00,0,0.00
CORL,2009,05,0,0.00,0,0.00
CORL,2009,06,0,0.00,0,0.00
CORL,2009,07,0,0.00,0,0.00
CORL,2009,08,0,0.00,0,0.00
CORL,2009,09,0,0.00,0,0.00
CORL,2009,10,0,0.00,0,0.00
CORL,2009,11,0,0.00,0,0.00
CORL,2009,12,0,0.00,0,0.00
CORL,2010,01,0,0.00,0,0.00
CORL,2010,02,0,0.00,0,0.00
CORL,2010,03,0,0.00,0,0.00
CORL,2010,04,0,0.00,0,0.00
CORL,2010,05,0,0.00,0,0.00
CORL,2010,06,0,0.00,0,0.00
CORL,2010,07,0,0.00,0,0.00
CORL,2010,08,0,0.00,0,0.00
CORL,2010,09,0,0.00,0,0.00
CORL,2010,10,0,0.00,0,0.00
CORL,2010,11,0,0.00,0,0.00
CORL,2010,12,0,0.00,0,0.00
CORL,2011,01,0,0.00,0,0.00
CORL,2011,02,0,0.00,0,0.00
CORL,2011,03,0,0.00,0,0.00
CORL,2011,04,0,0.00,0,0.00
CORL,2011,05,0,0.00,0,0.00
CORL,2011,06,0,0.00,0,0.00
CORL,2011,07,0,0.00,0,0.00
CORL,2011,08,0,0.00,0,0.00
CORL,2011,09,0,0.00,0,0.00
CORL,2011,10,0,0.00,0,0.00
CORL,2011,11,0,0.00,0,0.00
CORL,2011,12,0,0.00,0,0.00
CORL,2012,01,0,0.00,0,0.00
CORL,2012,02,0,0.00,0,0.00
CORL,2012,03,0,0.00,0,0.00
CORL,2012,04,0,0.00,0,0.00
CORL,2012,05,0,0.00,0,0.00
CORL,2012,06,0,0.00,0,0.00
CORL,2012,07,0,0.00,0,0.00
CORL,2012,08,0,0.00,0,0.00
CORL,2012,09,0,0.00,0,0.00
CORL,2012,10,0,0.00,0,0.00
CORL,2012,11,0,0.00,0,0.00
CORL,2012,12,0,0.00,0,0.00
CORL,2013,01,0,0.00,0,0.00
CORL,2013,02,0,0.00,0,0.00
CORL,2013,03,0,0.00,0,0.00
CORL,2013,04,0,0.00,0,0.00
CORL,2013,05,0,0.00,0,0.00
CORL,2013,06,0,0.00,0,0.00
CORL,2013,07,0,0.00,0,0.00
CORL,2013,08,0,0.00,0,0.00
CORL,2013,09,0,0.00,0,0.00
CORL,2013,10,0,0.00,0,0.00
CORL,2013,11,0,0.00,0,0.00
CORL,2013,12,0,0.00,0,0.00
CORL,2014,01,0,0.00,0,0.00
CORL,2014,02,0,0.00,0,0.00
CORL,2014,03,0,0.00,0,0.00
CORL,2014,04,0,0.00,0,0.00
CORL,2014,05,0,0.00,0,0.00
CORL,2014,06,0,0.00,0,0.00
CORL,2014,07,0,0.00,0,0.00
CORL,2014,08,0,0.00,0,0.00
CORL,2014,09,0,0.00,0,0.00
CORL,2014,10,0,0.00,0,0.00
CORL,2014,11,0,0.00,0,0.00
CORL,2014,12,0,0.00,0,0.00
CORL,2015,01,0,0.00,0,0.00
CORL,2015,02,0,0.00,0,0.00
CORL,2015,03,0,0.00,0,0.00
CORL,2015,04,0,0.00,0,0.00
CORL,2015,05,0,0.00,0,0.00
CORL,2015,06,0,0.00,0,0.00
CORL,2015,07,0,0.00,0,0.00
CORL,2015,08,0,0.00,0,0.00
CORL,2015,09,0,0.00,0,0.00
CORL,2015,10,0,0.00,0,0.00
CORL,2015,11,0,0.00,0,0.00
CORL,2015,12,0,0.00,0,0.00
CORL,2016,01,0,0.00,0,0.00
CORL,2016,02,0,0.00,0,0.00
CORL,2016,03,0,0.00,0,0.00
CORL,2016,04,0,0.00,0,0.00
CORL,2016,05,0,0.00,0,0.00
CORL,2016,06,0,0.00,0,0.00
CORL,2016,07,0,0.00,0,0.00
CORL,2016,08,0,0.00,0,0.00
CORL,2016,09,0,0.00,0,0.00
CORL,2016,10,0,0.00,0,0.00
CORL,2016,11,0,0.00,0,0.00
CORL,2016,12,0,0.00,0,0.00
CORL,2017,01,0,0.00,0,0.00
CORL,2017,02,0,0.00,0,0.00
CORL,2017,03,0,0.00,0,0.00
CORL,2017,04,0,0.00,0,0.00
CORL,2017,05,0,0.00,0,0.00
CORL,2017,06,0,0.00,0,0.00
CORL,2017,07,0,0.00,0,0.00
CORL,2017,08,0,0.00,0,0.00
CORL,2017,09,0,0.00,0,0.00
CORL,2017,10,0,0.00,0,0.00
CORL,2017,11,0,0.00,0,0.00
CORL,2017,12,0,0.00,0,0.00
CORL,2018,01,0,0.00,0,0.00
CORL,2018,02,0,0.00,0,0.00
CORL,2018,03,0,0.00,0,0.00
CORL,2018,04,0,0.00,0,0.00
CORL,2018,05,0,0.00,0,0.00
CORL,2018,06,0,0.00,0,0.00
CORL,2018,07,0,0.00,0,0.00
CORL,2018,08,0,0.00,0,0.00
CORL,2018,09,0,0.00,0,0.00
CORL,2018,10,0,0.00,0,0.00
CORL,2018,11,0,0.00,0,0.00
CORL,2018,12,0,0.00,0,0.00
CORL,2019,01,0,0.00,0,0.00
CORL,2019,02,0,0.00,0,0.00
CORL,2019,03,0,0.00,0,0.00
CORL,2019,04,143,19.00,143,19.00
CORL,2019,05,283,38.00,283,38.00
CORL,2019,06,657,91.00,657,91.00
CORL,2019,07,607,81.00,607,81.00
CORL,2019,08,430,57.00,430,57.00
CORL,2019,09,546,75.00,546,75.00
CORL,2019,10,610,81.00,610,81.00
CORL,2019,11,678,94.00,678,94.00
CORL,2019,12,560,75.00,560,75.00
CORL,2020,01,690,92.00,690,92.00
CORL,2020,02,635,91.00,635,91.00
CORL,2020,03,724,97.00,724,97.00
CORL,2020,04,691,95.00,691,95.00
CORL,2020,05,524,70.00,524,70.00
CORL,2020,06,244,33.00,244,33.00
CORL,2020,07,630,84.00,630,84.00
CORL,2020,08,576,77.00,576,77.00
CORL,2020,09,616,85.00,616,85.00
CORL,2020,10,719,96.00,719,96.00
CORL,2020,11,360,50.00,360,50.00
CORL,2020,12,389,52.00,389,52.00
CORL,2021,01,576,77.00,576,77.00
CORL,2021,02,499,74.00,499,74.00
CORL,2021,03,627,84.00,627,84.00
CORL,2021,04,432,60.00,432,60.00
CORL,2021,05,662,88.00,662,88.00
CORL,2021,06,706,98.00,706,98.00
CORL,2021,07,521,70.00,520,69.00
CORL,2021,08,463,62.00,463,62.00
CORL,2021,09,660,91.00,660,91.00
CORL,2021,10,734,98.00,734,98.00
CORL,2021,11,678,94.00,662,91.00
CORL,2021,12,373,50.00,373,50.00
CORL,2022,01,389,52.00,389,52.00
CORL,2022,02,386,57.00,386,57.00
CORL,2022,03,536,72.00,536,72.00
CORL,2022,04,704,97.00,704,97.00
CORL,2022,05,519,69.00,519,69.00
CORL,2022,06,670,93.00,670,93.00
CORL,2022,07,694,93.00,694,93.00
CORL,2022,08,571,76.00,571,76.00
CORL,2022,09,535,74.00,535,74.00
CORL,2022,10,464,62.00,464,62.00
CORL,2022,11,510,70.00,510,70.00
CORL,2022,12,0,0.00,0,0.00
CORL,2023,01,0,0.00,0,0.00
CORL,2023,02,0,0.00,0,0.00
CORL,2023,03,0,0.00,0,0.00
CORL,2023,04,0,0.00,0,0.00
CORL,2023,05,0,0.00,0,0.00
CORL,2023,06,0,0.00,0,0.00
CORL,2023,07,0,0.00,0,0.00
CORL,2023,08,0,0.00,0,0.00
CORL,2023,09,0,0.00,0,0.00
CORL,2023,10,0,0.00,0,0.00
CORL,2023,11,0,0.00,0,0.00
CORL,2023,12,0,0.00,0,0.00
NWA,2007,01,0,0.00,0,0.00
NWA,2007,02,0,0.00,0,0.00
NWA,2007,03,0,0.00,0,0.00
NWA,2007,04,0,0.00,0,0.00
NWA,2007,05,0,0.00,0,0.00
NWA,2007,06,0,0.00,0,0.00
NWA,2007,07,0,0.00,0,0.00
NWA,2007,08,0,0.00,0,0.00
NWA,2007,09,0,0.00,0,0.00
NWA,2007,10,0,0.00,0,0.00
NWA,2007,11,0,0.00,0,0.00
NWA,2007,12,0,0.00,0,0.00
NWA,2008,01,0,0.00,0,0.00
NWA,2008,02,0,0.00,0,0.00
NWA,2008,03,0,0.00,0,0.00
NWA,2008,04,0,0.00,0,0.00
NWA,2008,05,0,0.00,0,0.00
NWA,2008,06,0,0.00,0,0.00
NWA,2008,07,0,0.00,0,0.00
NWA,2008,08,0,0.00,0,0.00
NWA,2008,09,0,0.00,0,0.00
NWA,2008,10,0,0.00,0,0.00
NWA,2008,11,0,0.00,0,0.00
NWA,2008,12,0,0.00,0,0.00
NWA,2009,01,0,0.00,0,0.00
NWA,2009,02,0,0.00,0,0.00
NWA,2009,03,0,0.00,0,0.00
NWA,2009,04,0,0.00,0,0.00
NWA,2009,05,0,0.00,0,0.00
NWA,2009,06,0,0.00,0,0.00
NWA,2009,07,0,0.00,0,0.00
NWA,2009,08,0,0.00,0,0.00
NWA,2009,09,0,0.00,0,0.00
NWA,2009,10,0,0.00,0,0.00
NWA,2009,11,0,0.00,0,0.00
NWA,2009,12,0,0.00,0,0.00
NWA,2010,01,0,0.00,0,0.00
NWA,2010,02,0,0.00,0,0.00
NWA,2010,03,0,0.00,0,0.00
NWA,2010,04,0,0.00,0,0.00
NWA,2010,05,0,0.00,0,0.00
NWA,2010,06,0,0.00,0,0.00
NWA,2010,07,0,0.00,0,0.00
NWA,2010,08,0,0.00,0,0.00
NWA,2010,09,0,0.00,0,0.00
NWA,2010,10,0,0.00,0,0.00
NWA,2010,11,0,0.00,0,0.00
NWA,2010,12,0,0.00,0,0.00
NWA,2011,01,0,0.00,0,0.00
NWA,2011,02,0,0.00,0,0.00
NWA,2011,03,0,0.00,0,0.00
NWA,2011,04,0,0.00,0,0.00
NWA,2011,05,0,0.00,0,0.00
NWA,2011,06,0,0.00,0,0.00
NWA,2011,07,0,0.00,0,0.00
NWA,2011,08,0,0.00,0,0.00
NWA,2011,09,0,0.00,0,0.00
NWA,2011,10,0,0.00,0,0.00
NWA,2011,11,0,0.00,0,0.00
NWA,2011,12,0,0.00,0,0.00
NWA,2012,01,0,0.00,0,0.00
NWA,2012,02,0,0.00,0,0.00
NWA,2012,03,0,0.00,0,0.00
NWA,2012,04,0,0.00,0,0.00
NWA,2012,05,0,0.00,0,0.00
NWA,2012,06,0,0.00,0,0.00
NWA,2012,07,0,0.00,0,0.00
NWA,2012,08,0,0.00,0,0.00
NWA,2012,09,0,0.00,0,0.00
NWA,2012,10,0,0.00,0,0.00
NWA,2012,11,0,0.00,0,0.00
NWA,2012,12,0,0.00,0,0.00
NWA,2013,01,0,0.00,0,0.00
NWA,2013,02,0,0.00,0,0.00
NWA,2013,03,0,0.00,0,0.00
NWA,2013,04,0,0.00,0,0.00
NWA,2013,05,0,0.00,0,0.00
NWA,2013,06,0,0.00,0,0.00
NWA,2013,07,0,0.00,0,0.00
NWA,2013,08,0,0.00,0,0.00
NWA,2013,09,0,0.00,0,0.00
NWA,2013,10,0,0.00,0,0.00
NWA,2013,11,0,0.00,0,0.00
NWA,2013,12,0,0.00,0,0.00
NWA,2014,01,0,0.00,0,0.00
NWA,2014,02,0,0.00,0,0.00
NWA,2014,03,0,0.00,0,0.00
NWA,2014,04,0,0.00,0,0.00
NWA,2014,05,0,0.00,0,0.00
NWA,2014,06,0,0.00,0,0.00
NWA,2014,07,0,0.00,0,0.00
NWA,2014,08,0,0.00,0,0.00
NWA,2014,09,0,0.00,0,0.00
NWA,2014,10,0,0.00,0,0.00
NWA,2014,11,0,0.00,0,0.00
NWA,2014,12,0,0.00,0,0.00
NWA,2015,01,0,0.00,0,0.00
NWA,2015,02,0,0.00,0,0.00
NWA,2015,03,0,0.00,0,0.00
NWA,2015,04,0,0.00,0,0.00
NWA,2015,05,0,0.00,0,0.00
NWA,2015,06,0,0.00,0,0.00
NWA,2015,07,0,0.00,0,0.00
NWA,2015,08,0,0.00,0,0.00
NWA,2015,09,0,0.00,0,0.00
NWA,2015,10,0,0.00,0,0.00
NWA,2015,11,0,0.00,0,0.00
NWA,2015,12,0,0.00,0,0.00
NWA,2016,01,0,0.00,0,0.00
NWA,2016,02,0,0.00,0,0.00
NWA,2016,03,0,0.00,0,0.00
NWA,2016,04,0,0.00,0,0.00
NWA,2016,05,0,0.00,0,0.00
NWA,2016,06,0,0.00,0,0.00
NWA,2016,07,0,0.00,0,0.00
NWA,2016,08,0,0.00,0,0.00
NWA,2016,09,0,0.00,0,0.00
NWA,2016,10,0,0.00,0,0.00
NWA,2016,11,0,0.00,0,0.00
NWA,2016,12,0,0.00,0,0.00
NWA,2017,01,0,0.00,0,0.00
NWA,2017,02,0,0.00,0,0.00
NWA,2017,03,0,0.00,0,0.00
NWA,2017,04,0,0.00,0,0.00
NWA,2017,05,0,0.00,0,0.00
NWA,2017,06,0,0.00,0,0.00
NWA,2017,07,0,0.00,0,0.00
NWA,2017,08,0,0.00,0,0.00
NWA,2017,09,0,0.00,0,0.00
NWA,2017,10,0,0.00,0,0.00
NWA,2017,11,0,0.00,0,0.00
NWA,2017,12,0,0.00,0,0.00
NWA,2018,01,0,0.00,0,0.00
NWA,2018,02,0,0.00,0,0.00
NWA,2018,03,0,0.00,0,0.00
NWA,2018,04,0,0.00,0,0.00
NWA,2018,05,0,0.00,0,0.00
NWA,2018,06,0,0.00,0,0.00
NWA,2018,07,0,0.00,0,0.00
NWA,2018,08,0,0.00,0,0.00
NWA,2018,09,0,0.00,0,0.00
NWA,2018,10,0,0.00,0,0.00
NWA,2018,11,0,0.00,0,0.00
NWA,2018,12,0,0.00,0,0.00
NWA,2019,01,0,0.00,0,0.00
NWA,2019,02,0,0.00,0,0.00
NWA,2019,03,0,0.00,0,0.00
NWA,2019,04,0,0.00,0,0.00
NWA,2019,05,0,0.00,0,0.00
NWA,2019,06,0,0.00,0,0.00
NWA,2019,07,0,0.00,0,0.00
NWA,2019,08,0,0.00,0,0.00
NWA,2019,09,0,0.00,0,0.00
NWA,2019,10,0,0.00,0,0.00
NWA,2019,11,0,0.00,0,0.00
NWA,2019,12,0,0.00,0,0.00
NWA,2020,01,0,0.00,0,0.00
NWA,2020,02,0,0.00,0,0.00
NWA,2020,03,0,0.00,0,0.00
NWA,2020,04,0,0.00,0,0.00
NWA,2020,05,0,0.00,0,0.00
NWA,2020,06,0,0.00,0,0.00
NWA,2020,07,0,0.00,0,0.00
NWA,2020,08,0,0.00,0,0.00
NWA,2020,09,0,0.00,0,0.00
NWA,2020,10,0,0.00,0,0.00
NWA,2020,11,0,0.00,0,0.00
NWA,2020,12,0,0.00,0,0.00
NWA,2021,01,0,0.00,0,0.00
NWA,2021,02,0,0.00,0,0.00
NWA,2021,03,1,0.00,0,0.00
NWA,2021,04,282,39.00,282,39.00
NWA,2021,05,271,36.00,271,36.00
NWA,2021,06,135,18.00,135,18.00
NWA,2021,07,441,59.00,441,59.00
NWA,2021,08,466,62.00,466,62.00
NWA,2021,09,446,61.00,445,61.00
NWA,2021,10,489,65.00,489,65.00
NWA,2021,11,426,59.00,424,58.00
NWA,2021,12,436,58.00,436,58.00
NWA,2022,01,318,42.00,315,42.00
NWA,2022,02,132,19.00,130,19.00
NWA,2022,03,634,85.00,628,84.00
NWA,2022,04,591,82.00,590,81.00
NWA,2022,05,301,40.00,301,40.00
NWA,2022,06,0,0.00,0,0.00
NWA,2022,07,0,0.00,0,0.00
NWA,2022,08,0,0.00,0,0.00
NWA,2022,09,0,0.00,0,0.00
NWA,2022,10,111,14.00,111,14.00
NWA,2022,11,450,62.00,450,62.00
NWA,2022,12,493,66.00,493,66.00
NWA,2023,01,455,61.00,0,0.00
NWA,2023,02,328,48.00,0,0.00
NWA,2023,03,20,2.00,0,0.00
NWA,2023,04,0,0.00,0,0.00
NWA,2023,05,0,0.00,0,0.00
NWA,2023,06,0,0.00,0,0.00
NWA,2023,07,0,0.00,0,0.00
NWA,2023,08,0,0.00,0,0.00
NWA,2023,09,0,0.00,0,0.00
NWA,2023,10,0,0.00,0,0.00
NWA,2023,11,0,0.00,0,0.00
NWA,2023,12,0,0.00,0,0.00
